Session,gyorB,gyorC,gyorE,gyorF,gyorG,gyorH,gyorJ,gyorK,gyorL,gyorM,gyorN,gyorO,gyorP,gyorQ
16375,3,3,3,3,2,3,3,2,1,3,3,3,3,2
33303,3,3,3,3,2,1,2,3,1,2,2,3,3,1
34913,3,3,3,2,0,1,2,3,0,2,2,2,3,3
32118,3,3,3,2,1,3,3,1,3,3,1,3,3,1
51828,3,3,3,1,1,3,3,2,2,1,3,2,3,3
31877,3,3,3,2,2,3,3,3,3,3,3,3,3,2
37392,2,1,3,1,0,0,1,1,0,1,1,2,3,0
53571,3,3,3,3,2,2,0,1,0,0,0,3,3,1
43839,3,1,0,1,0,0,0,1,0,1,2,3,0,3
50472,3,3,3,3,1,2,0,3,0,1,0,3,3,0
50630,3,3,3,3,2,3,3,3,3,3,2,3,3,1
41757,3,3,2,2,0,3,3,3,2,2,0,3,3,0
33569,3,3,3,3,2,3,3,2,2,2,3,3,3,3
34115,3,3,3,2,0,2,0,2,0,2,0,2,3,0
40555,3,2,3,3,1,2,0,3,0,1,2,3,0,3
40753,3,2,3,3,1,3,0,2,0,2,0,1,1,2
45222,3,3,3,3,2,1,0,2,0,0,0,3,1,2
51387,0,0,0,0,0,0,0,0,0,0,1,3,0,2
52191,2,1,3,1,0,0,0,0,0,0,2,1,3,1
24191,3,2,3,1,1,1,2,3,2,3,1,2,3,3
26304,3,3,3,3,0,3,3,3,3,3,0,3,3,3
26872,3,3,3,2,0,3,3,2,2,3,0,1,3,3
27005,3,3,3,3,2,3,2,2,2,3,0,1,1,2
27416,3,3,3,3,0,3,3,2,3,3,3,2,3,0
27543,3,3,3,3,1,2,3,3,3,3,3,3,3,3
30059,3,3,2,2,1,3,3,3,3,3,3,3,3,1
30215,3,3,3,3,2,3,3,3,3,3,1,2,3,2
30907,3,3,3,3,1,3,3,2,3,3,0,3,3,2
32973,3,3,3,2,1,3,2,3,1,3,0,1,3,0
33814,3,3,3,2,0,3,3,3,3,3,2,2,3,3
33945,3,3,1,3,1,2,2,2,1,2,2,2,3,1
34170,3,3,3,3,2,3,3,3,3,3,0,3,3,2
34509,3,3,3,3,1,3,3,3,3,3,0,3,3,2
34788,3,3,3,2,2,3,3,3,3,2,0,3,3,3
34837,3,2,3,1,0,3,2,2,2,3,0,1,3,3
35369,3,3,3,3,0,3,3,3,3,3,3,3,3,3
35939,3,3,3,3,2,3,1,3,3,3,1,3,3,3
37860,3,3,3,3,1,3,3,3,3,3,3,3,3,3
38793,3,3,3,2,1,3,3,3,3,3,0,2,3,2
39888,3,3,3,3,0,3,3,3,3,3,3,3,3,3
46700,3,3,3,3,1,3,3,3,3,3,3,2,3,3
47021,3,3,3,3,1,2,2,3,1,2,3,3,3,2
51465,3,3,3,2,1,3,3,3,3,3,0,2,3,3
52633,3,3,3,3,2,3,3,3,3,3,3,3,3,3
53420,3,3,3,2,1,3,3,3,3,3,0,3,3,3
13116,3,2,2,1,0,1,2,2,2,2,0,3,3,2
26356,3,3,3,2,1,3,3,3,3,3,3,3,3,2
35854,3,3,3,1,0,3,3,2,2,3,0,2,3,3
53045,3,3,3,2,0,3,3,3,3,3,3,3,3,3
20932,3,3,3,3,1,3,3,3,3,3,3,1,3,3
27325,3,3,3,2,0,3,3,3,3,3,3,3,3,3
31059,3,3,3,2,1,3,3,2,3,2,0,3,3,3
33795,3,3,3,2,1,3,3,3,3,3,2,3,3,3
34034,3,3,3,3,1,3,3,3,3,3,1,3,3,3
34516,3,3,3,3,2,3,3,3,3,3,0,3,3,3
34702,3,3,3,1,1,1,3,3,2,3,1,3,3,3
34843,3,3,2,3,0,3,3,3,3,3,3,0,3,3
37144,3,3,3,3,2,3,3,3,3,3,3,3,3,3
37357,3,3,3,3,2,3,2,3,2,3,3,3,3,2
44466,3,3,3,3,2,3,3,3,3,3,2,2,3,0
47078,3,3,2,3,2,3,2,2,2,2,3,2,1,2
47414,3,3,3,3,2,3,2,3,3,3,0,3,3,1
48848,3,3,3,3,1,3,3,3,3,3,3,3,3,2
51430,3,3,3,2,1,3,3,3,3,3,0,2,3,2
27415,3,3,3,1,0,3,3,2,3,2,0,1,3,2
13107,3,3,3,2,1,2,2,2,2,3,0,1,3,3
17786,3,3,3,1,2,2,1,2,1,1,0,1,3,2
26500,3,3,3,2,1,3,2,2,3,2,1,2,3,3
26613,3,3,3,1,1,3,3,3,2,3,0,2,3,2
27024,3,3,3,3,2,3,3,3,3,3,0,2,3,3
27615,3,3,3,3,2,3,3,3,3,3,3,3,3,3
27824,3,3,3,2,2,2,1,2,1,2,0,3,3,3
28488,3,3,3,1,1,3,3,3,3,3,3,3,3,3
34502,3,3,3,3,1,3,2,3,2,2,3,3,3,3
34624,3,3,3,1,1,2,3,3,2,2,2,3,3,3
37485,3,3,3,3,1,3,3,3,3,3,2,3,3,2
37674,3,3,3,3,0,3,3,3,3,3,3,3,3,3
39907,3,3,3,3,2,3,3,3,3,3,3,3,3,3
46390,3,3,3,3,3,3,3,3,3,3,2,3,3,3
50834,3,3,2,1,0,2,2,2,1,1,2,2,3,3
27676,3,3,3,3,1,3,3,3,3,3,3,3,3,3
31298,3,3,3,3,0,3,3,2,2,3,0,3,3,3
38532,3,3,3,2,1,3,3,3,3,3,3,3,3,3
43449,3,3,2,2,1,3,3,2,2,3,3,2,0,0
51755,3,3,3,2,1,3,3,3,3,3,2,3,3,3
13111,3,3,2,2,2,3,2,2,3,2,0,2,3,3
20221,3,2,3,1,0,1,0,1,1,1,2,2,3,3
31729,3,3,3,3,1,3,3,3,3,3,0,2,3,3
34032,3,2,3,2,1,0,2,3,3,3,1,2,3,2
34371,3,2,3,2,0,1,0,2,1,1,1,1,3,3
34397,3,3,3,2,2,3,3,2,2,3,3,3,3,2
35349,3,3,3,3,2,3,3,3,2,3,3,3,3,3
49722,3,3,3,3,2,3,3,3,3,3,3,3,3,3
50208,3,3,3,3,2,3,3,3,3,3,3,3,3,3
22532,3,2,3,1,1,1,0,1,1,1,3,2,1,2
24750,3,3,3,3,2,3,3,3,3,3,1,3,3,3
27188,3,3,3,1,0,2,3,3,2,3,2,3,3,3
28051,3,2,3,2,0,0,0,2,0,2,3,2,1,2
28513,3,3,3,2,0,3,3,3,2,3,3,3,3,2
28812,3,2,1,2,0,1,1,2,2,2,3,2,3,2
33253,3,3,3,2,0,3,3,3,2,3,3,2,3,3
34172,3,3,3,3,1,3,3,3,3,3,0,3,3,3
34568,3,3,3,2,2,3,3,3,2,3,1,3,3,3
35592,3,3,3,2,1,1,3,3,2,3,3,3,3,3
35730,3,3,3,3,3,3,3,3,3,3,0,1,3,3
54096,3,3,3,2,0,3,3,3,3,3,3,3,3,2
16412,2,1,3,2,0,0,0,2,0,2,0,1,1,2
16836,3,3,2,2,1,2,1,3,1,2,0,1,3,2
17630,3,3,3,2,0,3,2,2,1,2,0,2,3,2
17674,3,1,2,1,0,0,0,1,0,2,0,1,1,3
20030,3,2,2,1,0,0,0,2,0,1,0,1,0,2
23115,3,3,1,2,0,0,1,3,1,3,0,1,1,1
23134,3,3,3,3,1,3,1,2,1,2,3,3,3,3
24174,3,3,2,1,0,2,2,0,2,2,0,1,3,0
26345,3,3,3,2,1,2,2,3,2,2,0,1,3,3
26616,3,3,3,2,1,3,3,3,2,3,0,3,3,3
26653,3,3,3,2,0,3,3,2,3,3,1,2,3,3
27021,3,1,1,0,0,1,0,1,1,2,3,3,0,1
27144,3,3,3,2,1,3,3,3,3,2,0,3,3,3
27185,3,3,3,2,0,3,3,3,2,3,0,2,3,3
29073,3,3,3,3,1,3,3,3,3,3,3,2,3,3
33056,3,3,3,3,2,3,3,3,1,3,3,3,3,2
33167,3,3,3,1,1,3,3,3,3,3,0,3,3,3
33654,3,2,1,1,0,0,0,1,1,1,3,3,0,2
33950,3,3,3,1,0,3,3,3,3,3,3,3,3,3
34287,3,3,3,2,0,3,3,3,2,2,3,3,3,3
34514,3,3,3,2,0,2,3,2,1,2,0,2,3,2
34594,3,3,3,2,1,3,3,2,2,3,3,3,3,3
34614,3,3,3,2,0,3,3,3,2,3,3,3,3,3
34707,3,3,3,1,0,3,3,3,2,3,3,3,3,3
35130,3,3,3,2,0,3,3,3,1,2,0,2,3,2
37865,3,2,3,2,0,1,0,2,0,1,2,2,1,1
38280,3,3,3,3,1,3,3,3,3,3,3,2,3,2
38866,3,1,3,1,0,0,0,2,0,2,3,3,3,2
39120,3,3,3,2,0,2,3,3,3,3,3,3,3,2
39301,3,3,2,2,1,3,3,3,3,3,3,3,3,3
39310,3,3,2,1,0,0,2,2,2,1,0,2,3,2
39962,3,3,3,2,1,3,3,3,2,3,3,2,3,3
40222,3,3,3,3,1,3,3,3,2,3,0,3,3,3
45064,3,3,3,3,1,3,3,3,3,3,1,3,3,3
46766,3,3,3,2,1,2,1,2,2,1,0,2,3,3
48139,3,3,3,3,2,3,3,3,3,3,3,3,3,3
51417,3,3,3,3,2,3,3,3,3,3,3,2,3,2
51496,3,3,3,1,1,3,3,3,3,3,0,3,3,3
51499,3,3,3,2,0,3,3,3,2,3,3,3,3,2
51762,3,3,3,2,0,3,3,3,2,3,0,3,3,3
52265,3,2,3,2,0,0,0,2,1,1,3,2,3,3
53660,3,3,3,3,2,3,3,3,3,3,3,2,3,2
26539,3,3,3,3,2,3,3,3,2,3,0,3,3,2
26857,3,3,3,2,0,3,3,2,3,2,3,3,3,3
27042,3,3,3,3,2,3,3,3,3,3,3,3,3,2
40523,3,3,3,2,0,3,3,3,3,3,3,3,3,3
52515,3,3,3,2,2,3,3,3,3,3,3,3,3,2
13112,3,3,2,2,0,2,2,1,2,0,0,2,0,2
13113,3,1,3,1,0,0,0,2,1,1,0,2,3,3
16585,3,3,3,2,1,2,0,2,1,1,0,0,3,3
25859,2,1,2,1,0,0,0,1,0,1,1,0,1,3
26654,3,3,3,2,0,3,3,3,3,3,0,1,3,3
26893,3,3,2,1,0,1,2,2,2,2,3,1,1,2
27177,3,3,3,1,0,3,3,2,2,1,1,2,3,1
28571,3,3,3,2,1,2,3,3,3,3,0,2,3,3
33706,3,3,3,2,1,3,3,3,3,3,3,2,3,3
33860,3,3,3,2,0,3,2,2,1,2,0,1,3,3
33886,3,3,3,3,1,3,3,3,3,2,0,2,3,3
33947,3,3,3,2,0,2,0,1,0,1,1,2,0,1
34039,3,3,3,2,0,1,3,3,2,3,0,3,3,2
34273,3,3,3,2,1,3,3,3,3,3,2,2,3,3
34511,3,3,3,3,1,3,3,3,3,2,0,3,3,2
34513,3,3,3,3,0,3,3,3,3,3,0,3,3,3
35727,3,3,3,1,1,3,3,3,3,3,0,3,3,3
46966,3,1,1,0,0,0,2,2,2,2,0,1,3,2
28693,3,3,3,3,1,3,3,3,2,3,0,2,3,3
35729,3,3,3,3,0,3,3,3,3,3,2,3,3,2
27407,3,3,3,3,2,3,3,3,3,3,3,3,3,3
31380,3,3,3,3,2,3,3,2,3,3,0,3,3,0
34043,3,3,3,2,0,3,3,3,2,3,0,1,3,3
38233,3,3,3,3,0,3,3,3,3,2,3,2,3,3
41670,3,3,3,2,0,3,2,3,3,3,2,2,3,3
49577,3,3,3,2,1,3,3,2,3,3,2,2,3,3
52091,3,3,3,2,1,2,3,3,2,3,3,3,3,2
26428,3,3,3,2,1,3,1,3,2,3,1,2,3,3
26593,3,3,3,3,2,3,2,3,2,3,0,2,3,3
26666,3,3,3,2,0,3,2,3,2,3,1,2,3,3
26748,3,3,3,0,0,2,3,3,2,3,3,3,3,3
27035,2,0,2,1,0,0,0,0,0,0,0,1,3,2
27209,3,1,2,1,0,1,0,1,1,1,0,2,1,3
27237,3,3,3,2,1,3,3,3,3,3,1,2,3,3
27575,3,2,1,1,0,1,0,2,1,1,0,1,3,3
27837,3,3,3,3,1,3,3,2,3,2,3,2,3,3
29099,3,3,3,2,1,3,3,3,3,3,1,2,3,3
31055,3,3,3,3,2,3,3,3,3,3,3,3,3,3
32841,3,3,2,2,1,3,3,2,2,2,2,3,3,3
33775,3,3,3,2,0,2,3,3,3,3,3,3,3,3
34737,3,3,3,3,1,3,3,3,3,3,1,0,3,0
35311,3,3,3,1,0,3,2,2,3,2,2,3,3,3
37957,3,3,3,1,1,3,3,2,3,3,2,1,1,1
38931,3,2,1,1,0,1,2,2,3,2,0,3,3,2
39842,3,3,3,2,0,3,3,3,2,3,0,3,3,1
44004,3,3,3,2,1,2,2,3,3,3,1,3,3,2
45977,3,1,2,1,0,0,0,1,1,1,0,1,0,3
46754,3,3,3,2,1,3,3,3,3,3,3,3,3,3
47798,3,3,3,1,0,1,2,2,2,1,0,2,0,3
27940,3,3,3,2,1,1,0,2,1,3,3,3,3,1
34625,3,3,3,2,1,3,3,3,3,3,2,3,3,3
33659,2,2,1,1,0,2,2,1,1,1,0,2,3,3
17624,3,3,3,2,2,2,1,2,0,2,0,1,3,2
22681,3,3,3,3,2,3,1,2,2,1,0,3,3,2
24422,3,3,3,2,1,1,1,1,1,2,1,2,3,2
25844,3,3,3,3,1,3,3,2,3,1,0,3,3,3
34017,3,3,3,2,0,3,3,3,3,3,3,2,3,3
34508,3,3,3,2,0,3,2,2,3,2,0,1,3,0
34567,3,3,3,3,0,3,2,2,3,3,0,2,3,3
35421,3,3,3,2,0,2,3,3,2,3,3,3,3,3
42765,3,3,2,1,0,1,2,2,2,1,0,2,3,3
34059,3,3,3,2,2,3,3,3,3,3,1,3,3,3
34407,3,3,3,2,0,3,2,3,2,2,3,2,3,2
45803,3,2,2,2,0,1,0,1,2,2,0,0,3,2
53371,3,3,2,2,1,2,3,3,2,2,3,3,3,3
34678,2,1,3,2,0,0,0,3,0,1,0,2,0,0
49687,2,0,0,0,0,0,0,0,0,0,0,0,0,3
26674,0,0,0,0,0,0,0,0,0,0,0,3,0,0
34558,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28544,3,3,3,1,0,2,3,2,1,2,0,1,3,2
24761,3,3,3,2,1,3,3,3,3,3,0,3,3,3
27644,3,3,3,2,2,3,2,3,2,2,2,2,3,2
37509,3,3,3,1,1,2,0,1,1,2,3,1,1,2
39396,3,3,3,2,1,3,2,2,1,2,3,2,3,2
30362,3,3,3,2,0,3,2,2,1,3,2,1,3,2
28374,3,3,3,1,0,3,3,2,2,2,2,3,1,2
28515,3,2,3,2,0,0,0,3,0,2,3,2,3,2
45332,2,1,1,2,0,1,0,1,0,0,0,1,1,3
28497,3,3,2,2,1,2,1,2,1,1,3,2,3,2
34772,3,3,3,2,1,3,3,3,3,3,0,1,3,2
24759,3,3,3,3,1,3,3,2,3,3,3,2,3,3
30599,3,3,3,1,0,3,3,3,2,3,3,3,3,2
31020,3,3,3,3,3,3,3,2,3,3,3,3,3,2
32083,3,3,3,3,1,3,3,3,3,3,3,3,3,3
33430,3,3,3,3,2,3,3,3,3,3,0,2,3,3
34544,3,3,3,3,2,3,3,3,3,3,0,3,3,3
34555,3,3,3,3,0,3,2,3,3,3,0,3,3,3
34589,3,3,3,2,0,3,3,3,3,3,0,3,3,3
38473,3,3,3,3,2,3,3,3,3,3,1,3,3,3
41568,3,3,3,2,0,3,3,3,3,3,3,3,3,3
49473,3,3,2,2,0,3,3,2,3,3,1,2,3,3
32680,3,3,3,1,0,2,3,3,3,3,3,3,3,1
34630,3,3,3,3,2,3,2,2,3,3,3,3,3,3
27050,3,3,3,3,0,3,3,2,3,3,3,2,3,3
33392,3,3,3,2,1,3,3,3,2,3,3,3,3,3
34561,3,3,3,3,1,3,2,3,3,3,0,3,3,1
35658,3,3,3,3,2,3,3,2,3,3,3,1,3,3
24784,3,3,3,2,1,3,3,2,2,2,2,3,3,3
27585,3,3,2,2,1,3,3,3,3,3,3,3,3,3
28595,3,3,3,3,1,3,3,3,3,3,3,3,3,3
28800,3,3,3,2,0,3,3,3,3,3,3,2,3,3
29115,3,3,3,3,2,3,3,3,3,3,3,3,3,3
30306,3,3,3,1,1,3,3,3,3,3,0,2,3,2
30374,3,3,3,2,0,3,3,3,3,2,3,3,3,2
30377,3,3,3,3,2,3,3,3,3,3,3,3,3,3
34099,3,3,3,1,0,3,3,2,2,3,3,1,3,3
34600,3,3,3,3,1,3,3,3,3,3,0,3,3,3
34615,3,3,3,3,2,3,3,3,3,3,3,3,3,2
34629,3,3,3,2,1,3,3,3,3,3,3,3,3,3
37445,3,3,2,3,0,3,3,3,3,3,3,3,3,3
51390,3,3,3,3,2,3,3,3,3,3,1,3,3,2
53286,3,3,3,3,2,3,3,3,3,3,3,3,3,3
53377,3,3,3,2,1,3,3,3,3,3,0,3,3,2
54195,3,3,3,2,0,3,3,2,3,3,0,1,3,1
26738,3,3,3,2,0,3,3,3,3,3,0,1,3,2
26755,3,3,3,3,3,3,3,3,3,3,2,3,3,2
27229,3,3,3,3,1,3,1,3,3,3,3,3,3,3
27538,3,3,3,2,0,3,3,3,3,3,0,2,3,2
27724,3,3,3,2,0,3,3,2,3,3,3,3,3,3
29673,3,3,3,1,0,1,3,2,2,3,3,3,3,3
30107,3,3,3,3,1,3,3,3,3,3,3,2,3,2
30382,3,3,3,3,3,3,3,3,3,3,3,3,3,3
38782,3,3,3,2,0,3,3,2,3,2,0,1,3,2
50776,3,3,3,2,2,3,1,1,3,2,3,2,3,3
27681,3,3,3,2,0,3,3,3,3,3,0,2,3,3
28476,3,3,3,2,0,3,3,3,3,3,0,2,3,3
29462,3,3,3,0,0,1,3,3,3,3,3,3,3,3
33621,3,3,3,3,2,2,3,3,3,3,3,3,3,2
34102,3,2,3,1,0,1,2,2,1,1,0,1,3,2
34335,3,3,3,3,0,3,3,3,3,3,3,3,3,3
35226,3,3,3,1,0,3,3,3,2,1,1,2,3,3
37806,3,3,3,2,0,3,3,3,2,2,3,3,3,2
38095,3,3,3,2,1,3,3,3,2,3,2,2,3,3
38211,3,3,3,3,0,3,3,3,3,3,3,3,3,3
38680,3,3,3,2,0,3,3,3,2,2,0,1,3,3
52096,3,3,2,1,0,3,3,3,2,2,0,2,3,0
53014,3,3,3,3,2,3,3,3,3,3,3,3,3,3
26864,3,3,3,3,1,3,3,3,2,3,2,2,3,2
27545,3,3,3,3,2,3,3,3,3,2,0,2,3,3
27679,3,3,3,2,2,3,3,3,3,3,0,3,3,3
27771,3,3,3,3,3,3,3,3,3,3,0,2,3,2
28135,3,3,1,1,0,2,3,3,2,2,3,2,3,2
28475,3,3,3,3,0,3,3,3,3,3,3,3,3,2
28480,3,3,3,2,0,3,3,3,3,3,0,3,3,3
28498,3,3,3,2,0,3,3,0,3,0,3,2,3,1
28524,3,3,3,0,0,3,3,2,3,2,2,2,3,3
30295,3,2,3,0,0,3,0,2,1,1,2,1,3,2
32311,3,3,3,1,0,3,3,3,3,3,0,3,3,2
32489,3,3,3,3,0,3,3,3,3,3,3,3,3,3
32784,3,3,3,3,1,3,3,3,3,3,3,3,3,3
33264,3,3,3,2,0,3,2,2,2,3,3,3,3,3
34560,3,3,3,2,1,3,3,3,3,3,0,2,3,3
34604,3,3,3,2,1,3,3,3,3,3,0,3,3,3
34943,3,3,3,2,1,3,1,1,1,2,1,0,3,2
35687,3,3,3,2,0,3,3,3,3,3,3,3,3,2
37166,3,3,3,2,0,3,3,3,3,3,3,3,3,3
37615,3,3,3,2,1,3,3,3,3,3,1,3,3,2
38887,3,1,3,1,0,1,0,1,0,1,3,0,1,1
45647,3,1,2,2,0,2,0,2,1,2,1,1,0,1
52114,3,3,3,3,3,3,3,3,3,3,3,3,3,2
52147,3,3,3,1,0,3,3,3,3,3,0,3,3,3
45010,3,3,2,2,0,3,3,2,3,3,3,2,3,2
28460,3,3,3,1,0,3,3,3,3,3,3,3,3,3
38255,3,3,3,3,2,3,3,3,3,3,3,3,3,3
25765,3,3,3,1,0,2,3,2,2,2,1,1,3,1
26728,3,3,3,2,0,3,3,3,3,3,3,3,3,2
37743,3,3,3,2,1,3,3,3,3,3,2,2,3,3
37641,3,3,3,2,0,3,3,3,3,3,2,2,3,2
52137,3,3,3,2,1,3,3,3,3,2,0,2,3,2
