Session,WCPM,Acc,Comp,Exp,level,B_new,C_new,E_new,F_new,G_new,H_new,J_new,K_new,L_new,M_new,N_new,O_new,P_new,Q_new,mlevel_numeric,form_numeric,mlevel_form_diff,text_is_above_level
44675.0,66.0,0.9259999999999999,4.4,2.4,9.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,9,8,1,1
44699.0,59.0,0.986,5.0,2.0,8.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,8,8,0,0
44790.0,28.0,0.907,2.0,1.6,5.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,5,8,-3,0
44861.0,21.0,0.752,1.9,1.2,3.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,3,8,-5,0
45320.0,57.0,0.907,5.1,1.9,8.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,8,8,0,0
45458.0,63.0,0.99,4.4,2.0,9.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,2.0,9,8,1,1
45870.0,163.0,0.9840000000000001,7.3,4.0,18.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12,8,4,1
46947.0,24.0,0.8640000000000001,3.4,1.2,5.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,5,8,-3,0
46987.0,16.0,0.669,3.1,1.2,2.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,2,8,-6,0
47005.0,19.0,0.6729999999999999,5.6,1.3,3.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3,8,-5,0
47140.0,36.0,0.8240000000000001,4.9,1.5,6.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,6,8,-2,0
47238.0,35.0,0.75,3.3,1.5,4.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,4,8,-4,0
47253.0,42.0,0.92,3.9,1.6,7.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,7,8,-1,0
47508.0,93.0,1.0,6.5,2.6,11.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11,8,3,1
47700.0,123.0,0.988,6.2,3.4,14.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12,8,4,1
47992.0,134.0,0.865,3.7,3.1,15.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,12,8,4,1
48845.0,84.0,0.96,7.7,2.3,10.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,10,8,2,1
48890.0,92.0,0.893,2.3,2.3,11.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,11,8,3,1
49076.0,52.0,0.973,5.4,1.6,8.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,8,8,0,0
49081.0,98.0,0.884,5.2,3.1,12.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,12,8,4,1
49113.0,35.0,0.856,5.3,1.6,6.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,6,8,-2,0
49239.0,93.0,1.0,5.3,2.7,11.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,11,8,3,1
49251.0,29.0,0.7859999999999999,4.5,1.4,4.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,4,8,-4,0
49336.0,42.0,0.866,3.5,1.5,7.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,7,8,-1,0
49348.0,79.0,0.988,4.6,2.0,10.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,10,8,2,1
49356.0,53.0,0.981,4.0,1.9,8.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,8,8,0,0
49444.0,47.0,0.937,4.1,1.6,7.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,7,8,-1,0
49488.0,58.0,0.919,3.7,2.1,8.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,8,8,0,0
49638.0,89.0,1.0,5.0,2.9,11.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,11,8,3,1
50492.0,45.0,0.825,4.4,2.1,7.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,7,8,-1,0
50530.0,32.0,0.7879999999999999,3.5,1.9,4.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,4,8,-4,0
50588.0,54.0,0.865,3.6,2.1,8.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,8,8,0,0
50616.0,46.0,0.902,5.0,2.1,7.0,3.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,2.0,7,8,-1,0
50670.0,63.0,0.9440000000000001,3.7,2.2,9.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,9,8,1,1
50760.0,63.0,0.937,3.8,2.7,9.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,9,8,1,1
50936.0,114.0,0.983,2.8,3.2,13.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,12,8,4,1
51035.0,19.0,0.607,4.2,2.2,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2,8,-6,0
51349.0,30.0,0.67,2.9,1.2,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,4,8,-4,0
51372.0,39.0,0.609,2.4,1.5,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,4,8,-4,0
51404.0,46.0,0.977,6.1,1.5,7.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,7,8,-1,0
51411.0,25.0,0.716,3.5,1.4,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3,8,-5,0
51604.0,87.0,1.0,6.2,3.1,11.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,11,8,3,1
51623.0,109.0,0.971,6.7,3.5,13.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12,8,4,1
51739.0,54.0,0.986,4.7,2.5,8.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,8,8,0,0
52045.0,158.0,0.9670000000000001,7.2,4.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12,8,4,1
52107.0,48.0,0.975,6.1,1.8,7.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,7,8,-1,0
52398.0,37.0,0.858,2.9,1.6,6.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,6,8,-2,0
52450.0,76.0,0.9840000000000001,6.8,2.5,10.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,10,8,2,1
52621.0,85.0,0.986,4.1,2.5,11.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,11,8,3,1
53044.0,58.0,0.7490000000000001,3.5,1.7,6.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,6,8,-2,0
53226.0,103.0,0.99,6.3,2.8,12.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,12,8,4,1
53441.0,57.0,0.9940000000000001,5.7,2.0,8.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,2.0,8,8,0,0
53627.0,80.0,0.99,4.1,2.1,10.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,10,8,2,1
53628.0,133.0,1.0,2.9,3.5,15.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,12,8,4,1
53701.0,141.0,0.9229999999999999,3.0,3.4,16.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,12,8,4,1
53751.0,21.0,0.7759999999999999,3.2,1.3,3.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,3,8,-5,0
17627.0,23.0,0.7090000000000001,4.6,1.3,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,3,6,-3,0
24221.0,43.0,0.644,4.6,1.6,5.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,5,6,-1,0
24296.0,39.0,0.927,4.8,1.4,7.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,7,6,1,1
24779.0,30.0,0.6759999999999999,3.1,1.5,4.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,4,6,-2,0
26120.0,28.0,0.946,4.2,1.2,5.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,5,6,-1,0
26122.0,36.0,0.9670000000000001,6.2,1.2,6.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,6,6,0,0
26274.0,21.0,0.68,2.9,1.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3,6,-3,0
26454.0,32.0,0.722,3.5,1.4,4.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,4,6,-2,0
26604.0,36.5,0.853,5.9,1.3,6.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,6,6,0,0
27683.0,84.0,0.9840000000000001,4.1,2.1,11.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,10,6,4,1
28974.0,16.0,0.883,2.3,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,4,6,-2,0
29357.0,33.2,0.9690000000000001,3.8,1.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6,6,0,0
29522.0,40.0,0.76,4.7,1.9,5.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,5,6,-1,0
29538.0,22.0,0.73,2.0,1.2,3.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,6,-3,0
29598.0,30.0,0.838,5.7,1.2,6.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,6,6,0,0
29605.0,48.0,0.8909999999999999,6.3,1.7,7.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,7,6,1,1
29611.0,29.0,0.778,2.6,1.4,4.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,4,6,-2,0
29619.0,111.0,0.981,5.3,3.0,14.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
29639.0,36.0,0.925,4.6,1.6,6.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,6,6,0,0
29682.0,22.0,0.612,5.8,1.1,3.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,3,6,-3,0
29692.0,52.0,0.9640000000000001,2.0,1.6,8.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,8,6,2,1
29736.0,41.0,0.9840000000000001,5.7,1.5,7.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,7,6,1,1
29891.0,65.0,0.99,7.0,2.0,9.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,9,6,3,1
30056.0,30.0,0.6709999999999999,5.5,1.4,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,4,6,-2,0
30303.0,67.0,0.9740000000000001,5.9,1.9,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,9,6,3,1
30481.0,43.0,0.7859999999999999,2.3,1.7,5.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,5,6,-1,0
31501.0,30.0,0.966,6.4,1.4,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,6,6,0,0
32846.0,69.0,0.985,5.2,2.1,10.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,10,6,4,1
33546.0,80.0,0.99,4.0,2.5,11.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,10,6,4,1
33680.0,25.0,0.6659999999999999,3.7,1.2,3.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3,6,-3,0
33759.0,30.0,0.81,4.2,1.2,4.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,4,6,-2,0
33883.0,37.0,0.8290000000000001,2.6,1.3,6.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,6,6,0,0
33895.0,45.0,0.649,4.9,1.6,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,5,6,-1,0
33929.0,47.0,0.99,6.4,1.5,7.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,7,6,1,1
34773.0,70.0,0.986,7.5,2.9,9.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,9,6,3,1
34854.0,67.0,0.9890000000000001,6.7,2.2,9.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,9,6,3,1
34873.0,99.0,0.972,5.3,2.6,12.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,10,6,4,1
35277.0,63.0,0.971,7.7,2.4,9.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,9,6,3,1
35284.0,56.0,0.9109999999999999,5.2,2.5,8.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,8,6,2,1
35290.0,44.0,0.945,5.6,2.2,7.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,7,6,1,1
35805.0,105.0,0.856,4.1,2.8,13.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,10,6,4,1
35875.0,43.0,0.898,5.3,1.7,7.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,7,6,1,1
37578.0,80.0,0.966,5.5,1.9,11.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
37822.0,78.0,0.98,6.1,2.4,10.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,10,6,4,1
37944.0,79.0,0.9620000000000001,8.0,2.1,11.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,10,6,4,1
38397.0,102.0,1.0,5.4,2.7,13.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,10,6,4,1
38623.0,32.0,0.733,3.8,1.2,4.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,4,6,-2,0
38858.0,119.0,1.0,6.8,3.4,15.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
39486.0,130.0,1.0,6.8,3.1,16.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,10,6,4,1
42724.0,95.0,1.0,6.1,2.8,12.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,10,6,4,1
42844.0,87.0,1.0,6.9,2.8,11.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,10,6,4,1
43543.0,81.0,1.0,8.0,2.5,11.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
44131.0,20.0,0.767,3.9,1.2,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,3,6,-3,0
44185.0,98.0,0.995,6.0,3.0,12.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
45049.0,83.0,1.0,7.7,2.5,11.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
45123.0,82.0,1.0,6.3,2.4,11.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
45520.0,68.0,0.93,6.6,2.1,9.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,9,6,3,1
45609.0,108.0,1.0,7.3,3.3,13.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
46016.0,54.0,0.946,6.0,1.5,8.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,8,6,2,1
46486.0,23.0,0.684,3.3,1.3,3.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,3,6,-3,0
46513.0,24.0,0.765,6.1,1.2,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,3,6,-3,0
46628.0,29.0,0.868,5.3,1.3,6.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,6,6,0,0
46757.0,82.0,1.0,5.6,2.6,11.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,10,6,4,1
46769.0,38.0,0.988,5.9,1.4,6.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,6,6,0,0
47309.0,114.0,1.0,6.8,3.4,14.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,10,6,4,1
47410.0,39.0,0.924,6.3,1.4,7.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,7,6,1,1
47419.0,140.0,0.9590000000000001,7.3,3.5,17.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
47650.0,51.0,0.9940000000000001,4.7,1.6,8.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,8,6,2,1
48481.0,93.0,1.0,7.1,3.0,12.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,10,6,4,1
48778.0,65.0,0.93,4.4,2.1,9.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,9,6,3,1
49071.0,72.0,0.995,6.2,2.0,10.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,10,6,4,1
49177.0,96.0,1.0,8.0,2.9,12.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,10,6,4,1
49270.0,40.0,0.804,3.3,1.4,5.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,5,6,-1,0
49301.0,87.0,0.894,4.7,2.0,11.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,10,6,4,1
49397.0,59.0,0.99,5.5,1.7,9.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,9,6,3,1
49812.0,79.0,0.85,2.6,2.0,11.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,10,6,4,1
50164.0,134.0,0.99,7.6,3.2,16.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
50590.0,41.0,0.873,4.9,1.8,7.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,7,6,1,1
50749.0,53.0,0.816,4.5,1.8,6.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,6,6,0,0
51800.0,122.0,0.9670000000000001,6.9,3.3,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,10,6,4,1
51823.0,43.0,0.9590000000000001,3.4,1.6,7.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,7,6,1,1
51858.0,38.0,0.884,5.7,1.5,6.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,6,6,0,0
52043.0,83.0,0.995,7.4,2.8,11.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
52098.0,84.0,0.894,4.6,2.2,8.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,8,6,2,1
52099.0,81.0,0.995,7.8,2.8,11.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,10,6,4,1
52112.0,59.0,1.0,3.2,2.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,9,6,3,1
52236.0,140.0,0.882,5.5,3.1,17.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,10,6,4,1
52345.0,30.0,0.645,3.9,1.2,4.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,4,6,-2,0
52416.0,33.0,0.868,4.6,1.5,6.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,2.0,6,6,0,0
52632.0,143.0,1.0,4.1,3.5,17.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,10,6,4,1
52677.0,77.0,0.977,5.8,1.9,10.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,10,6,4,1
52872.0,124.0,0.98,7.3,3.3,15.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,10,6,4,1
53345.0,112.0,0.995,6.8,3.0,14.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,10,6,4,1
53579.0,42.0,0.77,2.6,1.3,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,5,6,-1,0
53614.0,135.0,1.0,5.8,3.4,16.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,6,4,1
53644.0,52.0,0.7609999999999999,6.6,1.8,6.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,6,6,0,0
53945.0,64.0,1.0,7.0,2.2,9.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,9,6,3,1
